,type,reference,price,neighbourhood,area,rooms,plant,lift,parking,district
304,Penthouse,/en/inmueble/101511693/,725000,el Camp d'en Grassot i Gràcia Nova,99,3,9.0,lift,no,Gràcia
305,Flat,/en/inmueble/100239325/,210000,el Camp d'en Grassot i Gràcia Nova,54,1,7.0,lift,no,Gràcia
307,Flat,/en/inmueble/83891234/,795000,la Dreta de l'Eixample,110,2,3.0,lift,no,Eixample
308,Flat,/en/inmueble/101155050/,1790000,la Dreta de l'Eixample,180,3,10.0,lift,no,Eixample
309,Flat,/en/inmueble/100722921/,825000,la Dreta de l'Eixample,155,5,5.0,lift,no,Eixample
310,Flat,/en/inmueble/99408664/,990000,Sant Gervasi - Galvany,211,5,2.0,lift,no,Sarrià-Sant Gervasi
311,Flat,/en/inmueble/101294886/,850000,Sant Gervasi - Galvany,125,3,,no lift,yes,Sarrià-Sant Gervasi
312,Flat,/en/inmueble/99583042/,760000,la Dreta de l'Eixample,105,2,4.0,lift,no,Eixample
313,Flat,/en/inmueble/101034849/,220000,Porta,86,3,2.0,no lift,no,Nou Barris
314,House,/en/inmueble/99950681/,1024900,la Font d'en Fargues,406,4,,no lift,yes,Horta-Guinardó
315,Flat,/en/inmueble/100634037/,1150000,la Dreta de l'Eixample,217,3,3.0,lift,no,Eixample
316,Flat,/en/inmueble/100634009/,1300000,Diagonal Mar i el Front Marítim del Poblenou,125,3,16.0,lift,yes,Sant Martí
317,Flat,/en/inmueble/97264440/,960000,el Barri Gòtic,166,3,3.0,lift,no,Ciutat Vella
319,Flat,/en/inmueble/98486534/,860000,"Sant Pere, Santa Caterina i la Ribera",110,2,6.0,lift,no,Ciutat Vella
320,Flat,/en/inmueble/101095366/,205000,el Poble-sec,64,1,0.0,no lift,no,Sants-Montjuïc
321,Penthouse,/en/inmueble/99489452/,1850000,l'Antiga Esquerra de l'Eixample,167,2,5.0,lift,no,Eixample
322,Flat,/en/inmueble/99513441/,960000,la Dreta de l'Eixample,182,4,1.0,lift,yes,Eixample
325,Flat,/en/inmueble/101483168/,1980000,el Parc i la Llacuna del Poblenou,433,18,5.0,lift,no,Sant Martí
326,Flat,/en/inmueble/100827664/,185000,la Barceloneta,38,1,4.0,no lift,no,Ciutat Vella
327,Flat,/en/inmueble/101483409/,359000,el Parc i la Llacuna del Poblenou,74,3,4.0,lift,no,Sant Martí
328,Flat,/en/inmueble/100720446/,995000,el Barri Gòtic,156,3,1.0,lift,no,Ciutat Vella
330,Flat,/en/inmueble/101484308/,700000,l'Antiga Esquerra de l'Eixample,183,4,2.0,lift,no,Eixample
331,Flat,/en/inmueble/101146767/,498000,la Salut,76,2,3.0,lift,no,Gràcia
332,Flat,/en/inmueble/100136427/,175000,la Barceloneta,40,1,1.0,no lift,no,Ciutat Vella
333,Flat,/en/inmueble/99263575/,1500000,Diagonal Mar i el Front Marítim del Poblenou,133,1,13.0,lift,yes,Sant Martí
334,Flat,/en/inmueble/94326895/,900000,el Besòs i el Maresme,160,4,8.0,lift,yes,Sant Andreu
336,Flat,/en/inmueble/98885523/,1500000,Diagonal Mar i el Front Marítim del Poblenou,200,3,21.0,lift,yes,Sant Martí
338,Flat,/en/inmueble/101092480/,400000,el Barri Gòtic,88,2,1.0,no lift,no,Ciutat Vella
339,Flat,/en/inmueble/101277433/,1850000,la Dreta de l'Eixample,175,3,24.0,lift,no,Eixample
340,House,/en/inmueble/100492457/,2600000,Pedralbes,498,6,,no lift,yes,Les Corts
341,Penthouse,/en/inmueble/101183828/,245000,el Barri Gòtic,52,1,4.0,no lift,no,Ciutat Vella
342,Penthouse,/en/inmueble/101570363/,1300000,el Camp d'en Grassot i Gràcia Nova,250,3,1.0,lift,no,Gràcia
343,Flat,/en/inmueble/101548561/,1550000,la Dreta de l'Eixample,220,5,2.0,lift,no,Eixample
344,Flat,/en/inmueble/100634041/,850000,el Baix Guinardó,190,3,9.0,lift,no,Horta-Guinardó
345,Penthouse,/en/inmueble/100967597/,1980000,Sant Gervasi - Galvany,330,4,7.0,lift,yes,Sarrià-Sant Gervasi
346,House,/en/inmueble/100981897/,625000,el Poble-sec,102,2,,no lift,no,Sants-Montjuïc
347,Flat,/en/inmueble/101171908/,1750000,la Dreta de l'Eixample,223,4,5.0,lift,no,Eixample
348,Penthouse,/en/inmueble/101324134/,650000,Sarrià,110,2,6.0,lift,yes,Sarrià-Sant Gervasi
349,Flat,/en/inmueble/84150375/,1900000,el Poblenou,137,2,14.0,lift,yes,Sant Martí
350,Flat,/en/inmueble/100744288/,435000,"Sant Pere, Santa Caterina i la Ribera",83,2,3.0,lift,no,Ciutat Vella
351,Flat,/en/inmueble/100298087/,1065000,"Sant Pere, Santa Caterina i la Ribera",152,3,2.0,lift,no,Ciutat Vella
352,Flat,/en/inmueble/101118544/,365000,Sant Martí de Provençals,110,4,7.0,lift,yes,Sant Martí
353,Penthouse,/en/inmueble/100007248/,549000,el Barri Gòtic,65,2,5.0,lift,no,Ciutat Vella
354,Flat,/en/inmueble/101240368/,265000,la Vila de Gràcia,70,3,1.0,lift,no,Gràcia
355,Flat,/en/inmueble/100418167/,550000,"Sant Pere, Santa Caterina i la Ribera",89,2,2.0,lift,no,Ciutat Vella
356,Duplex,/en/inmueble/101168119/,1990000,les Tres Torres,229,4,6.0,lift,yes,Sarrià-Sant Gervasi
357,Flat,/en/inmueble/100378173/,359000,Hostafrancs,67,2,1.0,lift,no,Sants-Montjuïc
358,Flat,/en/inmueble/100869163/,410000,la Vila de Gràcia,83,2,2.0,lift,yes,Gràcia
359,Flat,/en/inmueble/101220437/,925000,la Dreta de l'Eixample,108,3,4.0,lift,no,Eixample
360,Flat,/en/inmueble/100434275/,340000,"Sant Pere, Santa Caterina i la Ribera",84,3,1.0,lift,no,Ciutat Vella
361,Flat,/en/inmueble/99477876/,790000,Sant Gervasi - Galvany,121,3,4.0,lift,no,Sarrià-Sant Gervasi
362,Flat,/en/inmueble/101264595/,746000,la Vila de Gràcia,125,4,3.0,lift,no,Gràcia
363,Penthouse,/en/inmueble/100425238/,495000,la Nova Esquerra de l'Eixample,62,2,6.0,lift,no,Eixample
364,Flat,/en/inmueble/100925703/,775000,Pedralbes,170,5,1.0,no lift,no,Les Corts
365,Flat,/en/inmueble/101130770/,1950000,Diagonal Mar i el Front Marítim del Poblenou,169,4,13.0,lift,yes,Sant Martí
366,Flat,/en/inmueble/101623403/,599000,el Poble-sec,130,5,1.0,lift,no,Sants-Montjuïc
367,Flat,/en/inmueble/98142322/,1050000,Sant Gervasi - Galvany,202,6,5.0,lift,no,Sarrià-Sant Gervasi
368,Flat,/en/inmueble/100866113/,795000,Sarrià,154,5,7.0,lift,no,Sarrià-Sant Gervasi
369,Penthouse,/en/inmueble/100228158/,815000,l'Antiga Esquerra de l'Eixample,182,3,8.0,lift,no,Eixample
370,Penthouse,/en/inmueble/101042333/,430000,el Guinardó,100,4,4.0,no lift,no,Horta-Guinardó
371,Flat,/en/inmueble/96311583/,895000,Pedralbes,127,3,2.0,lift,yes,Les Corts
372,Flat,/en/inmueble/101351669/,850000,l'Antiga Esquerra de l'Eixample,157,4,4.0,lift,no,Eixample
373,Flat,/en/inmueble/91213764/,490000,les Corts,69,2,1.0,lift,no,Les Corts
374,Flat,/en/inmueble/96436324/,550000,Sant Gervasi - Galvany,110,3,4.0,lift,no,Sarrià-Sant Gervasi
375,Flat,/en/inmueble/100360735/,1150000,Pedralbes,140,4,6.0,lift,yes,Les Corts
376,Flat,/en/inmueble/97710982/,1950000,Pedralbes,377,4,3.0,lift,yes,Les Corts
377,Flat,/en/inmueble/100749349/,285000,la Verneda i la Pau,82,3,10.0,lift,no,Sant Martí
378,Flat,/en/inmueble/101017836/,515000,la Sagrera,116,3,4.0,lift,yes,Sant Andreu
379,Terraced,/en/inmueble/87376023/,1375000,el Putxet i el Farró,400,5,,no lift,yes,Sarrià-Sant Gervasi
380,Flat,/en/inmueble/97554832/,299000,Navas,97,3,7.0,lift,no,Sant Andreu
381,Flat,/en/inmueble/101365541/,1290000,la Vila de Gràcia,256,4,1.0,lift,no,Gràcia
382,Flat,/en/inmueble/96709995/,405000,el Guinardó,93,3,2.0,lift,no,Horta-Guinardó
383,Duplex,/en/inmueble/100686482/,749700,la Vila de Gràcia,147,3,0.0,lift,no,Gràcia
384,Flat,/en/inmueble/100322280/,550000,"Sant Pere, Santa Caterina i la Ribera",86,2,3.0,lift,no,Ciutat Vella
385,Penthouse,/en/inmueble/95593661/,1490000,el Putxet i el Farró,131,3,4.0,lift,no,Sarrià-Sant Gervasi
386,Flat,/en/inmueble/98141793/,1098000,la Dreta de l'Eixample,210,5,4.0,lift,no,Eixample
387,Flat,/en/inmueble/100019825/,500000,la Dreta de l'Eixample,97,4,2.0,lift,no,Eixample
388,House,/en/inmueble/97833563/,1390000,Vallcarca i els Penitents,335,5,,no lift,yes,Gràcia
389,Flat,/en/inmueble/100655176/,849000,"Sant Pere, Santa Caterina i la Ribera",160,3,2.0,lift,no,Ciutat Vella
391,Flat,/en/inmueble/101256731/,985000,Sant Gervasi - la Bonanova,184,3,3.0,lift,yes,Sarrià-Sant Gervasi
392,Flat,/en/inmueble/100214744/,1490000,Sant Gervasi - la Bonanova,212,5,1.0,lift,yes,Sarrià-Sant Gervasi
394,Penthouse,/en/inmueble/100684516/,1675000,Sant Gervasi - Galvany,300,4,8.0,lift,yes,Sarrià-Sant Gervasi
395,Flat,/en/inmueble/101077532/,820000,el Camp d'en Grassot i Gràcia Nova,127,2,4.0,lift,no,Gràcia
398,Flat,/en/inmueble/98746997/,780000,Sant Gervasi - Galvany,118,3,2.0,lift,no,Sarrià-Sant Gervasi
399,Terraced,/en/inmueble/100397421/,4950000,Pedralbes,723,6,,no lift,yes,Les Corts
400,Flat,/en/inmueble/94216876/,1500000,la Vila de Gràcia,210,5,3.0,no lift,no,Gràcia
401,Flat,/en/inmueble/101112718/,450000,Sant Antoni,89,3,5.0,lift,no,Eixample
402,Flat,/en/inmueble/100718673/,850000,les Tres Torres,185,5,0.0,lift,yes,Sarrià-Sant Gervasi
403,Flat,/en/inmueble/101453349/,499000,la Vila de Gràcia,120,4,0.0,lift,no,Gràcia
404,Flat,/en/inmueble/101348429/,950000,l'Antiga Esquerra de l'Eixample,163,3,,no lift,no,Eixample
405,Flat,/en/inmueble/98677902/,995000,Sant Gervasi - Galvany,191,4,2.0,lift,yes,Sarrià-Sant Gervasi
406,Penthouse,/en/inmueble/98677870/,1800000,Sarrià,293,5,5.0,lift,yes,Sarrià-Sant Gervasi
407,Penthouse,/en/inmueble/99584560/,1340000,el Putxet i el Farró,330,8,6.0,lift,yes,Sarrià-Sant Gervasi
408,Penthouse,/en/inmueble/100597446/,765000,Sants,125,2,,no lift,no,Sants-Montjuïc
410,Terraced,/en/inmueble/97352518/,849000,la Barceloneta,155,3,,no lift,no,Ciutat Vella
411,Duplex,/en/inmueble/99501524/,689000,Sant Antoni,130,2,1.0,lift,no,Eixample
412,Flat,/en/inmueble/96745353/,1200000,l'Antiga Esquerra de l'Eixample,178,4,,no lift,no,Eixample
413,Penthouse,/en/inmueble/101017402/,990000,la Dreta de l'Eixample,126,2,,no lift,no,Eixample
414,Flat,/en/inmueble/101263836/,895000,"Sant Pere, Santa Caterina i la Ribera",159,3,,no lift,no,Ciutat Vella
415,Flat,/en/inmueble/100486038/,1280000,les Tres Torres,189,3,2.0,lift,yes,Sarrià-Sant Gervasi
416,Flat,/en/inmueble/99671989/,523000,el Barri Gòtic,105,2,,no lift,no,Ciutat Vella
417,Flat,/en/inmueble/100180186/,850000,la Dreta de l'Eixample,100,2,3.0,lift,no,Eixample
418,Flat,/en/inmueble/100725849/,224000,el Poble-sec,70,3,2.0,no lift,no,Sants-Montjuïc
419,Flat,/en/inmueble/101398822/,275000,la Salut,61,2,2.0,lift,no,Gràcia
421,Flat,/en/inmueble/100190468/,1290000,Pedralbes,160,4,2.0,lift,yes,Les Corts
423,Duplex,/en/inmueble/99463824/,265525,el Guinardó,95,1,0.0,lift,no,Horta-Guinardó
424,Flat,/en/inmueble/99897881/,1020000,la Dreta de l'Eixample,139,3,1.0,lift,no,Eixample
425,House,/en/inmueble/98598127/,1450000,la Vila de Gràcia,408,5,,no lift,yes,Gràcia
426,Flat,/en/inmueble/101130576/,595000,Sant Gervasi - Galvany,119,4,2.0,lift,no,Sarrià-Sant Gervasi
427,Flat,/en/inmueble/101048045/,595000,l'Antiga Esquerra de l'Eixample,121,3,1.0,lift,no,Eixample
428,Penthouse,/en/inmueble/100786685/,725000,l'Antiga Esquerra de l'Eixample,131,3,6.0,lift,no,Eixample
429,Flat,/en/inmueble/100356313/,1280000,les Tres Torres,170,3,2.0,lift,yes,Sarrià-Sant Gervasi
430,Flat,/en/inmueble/99863229/,1055000,la Dreta de l'Eixample,153,2,2.0,lift,yes,Eixample
431,Flat,/en/inmueble/99303429/,1480000,Pedralbes,250,5,3.0,lift,yes,Les Corts
432,Flat,/en/inmueble/100072399/,2500000,la Dreta de l'Eixample,303,5,1.0,no lift,yes,Eixample
433,Flat,/en/inmueble/100183962/,550000,Sant Gervasi - Galvany,124,3,3.0,lift,no,Sarrià-Sant Gervasi
434,Flat,/en/inmueble/101172017/,465000,la Vila de Gràcia,80,4,3.0,lift,no,Gràcia
435,Flat,/en/inmueble/99549700/,725000,Sant Gervasi - Galvany,113,3,3.0,lift,no,Sarrià-Sant Gervasi
436,Flat,/en/inmueble/98406494/,259000,Horta,52,2,0.0,lift,no,Horta-Guinardó
437,House,/en/inmueble/100553811/,1290000,el Coll,288,4,,no lift,yes,Gràcia
438,Duplex,/en/inmueble/98098077/,1095000,les Corts,240,5,2.0,lift,yes,Les Corts
439,Penthouse,/en/inmueble/99978865/,1490000,el Putxet i el Farró,105,3,4.0,lift,yes,Sarrià-Sant Gervasi
440,Flat,/en/inmueble/100732351/,3200000,la Dreta de l'Eixample,228,4,3.0,lift,no,Eixample
441,Flat,/en/inmueble/99770559/,995000,la Dreta de l'Eixample,150,3,5.0,lift,no,Eixample
442,Flat,/en/inmueble/101167852/,847000,Sant Gervasi - Galvany,162,4,3.0,lift,no,Sarrià-Sant Gervasi
444,Flat,/en/inmueble/98378398/,450000,el Barri Gòtic,90,2,2.0,lift,no,Ciutat Vella
446,Flat,/en/inmueble/98668034/,825000,Sant Antoni,195,6,1.0,lift,no,Eixample
447,Terraced,/en/inmueble/100247483/,1020000,la Vila Olímpica del Poblenou,178,4,,no lift,yes,Sant Martí
448,Flat,/en/inmueble/99444860/,319000,"Sant Pere, Santa Caterina i la Ribera",50,1,2.0,lift,no,Ciutat Vella
449,Penthouse,/en/inmueble/100570135/,1675000,Sant Gervasi - Galvany,253,6,8.0,lift,yes,Sarrià-Sant Gervasi
450,Flat,/en/inmueble/96963263/,184000,Horta,50,2,2.0,no lift,no,Horta-Guinardó
451,Flat,/en/inmueble/99232840/,1900000,Diagonal Mar i el Front Marítim del Poblenou,152,2,,no lift,yes,Sant Martí
453,Flat,/en/inmueble/101301508/,535000,el Putxet i el Farró,87,2,2.0,lift,no,Sarrià-Sant Gervasi
454,Penthouse,/en/inmueble/100210104/,1075000,Sant Gervasi - Galvany,168,3,7.0,lift,no,Sarrià-Sant Gervasi
455,Penthouse,/en/inmueble/99777474/,1600000,Sant Gervasi - la Bonanova,220,6,9.0,lift,yes,Sarrià-Sant Gervasi
456,House,/en/inmueble/100555498/,1695000,Sarrià,280,4,,no lift,yes,Sarrià-Sant Gervasi
457,Penthouse,/en/inmueble/101475340/,1395000,les Corts,185,2,5.0,lift,no,Les Corts
459,Flat,/en/inmueble/100213394/,615000,el Putxet i el Farró,105,3,0.0,lift,yes,Sarrià-Sant Gervasi
460,Flat,/en/inmueble/101043113/,1695000,Sant Gervasi - Galvany,283,7,4.0,lift,no,Sarrià-Sant Gervasi
461,Flat,/en/inmueble/100409159/,330000,el Fort Pienc,83,3,,no lift,no,Eixample
462,Penthouse,/en/inmueble/100494722/,735000,el Camp de l'Arpa del Clot,141,4,7.0,lift,no,Sant Martí
463,Penthouse,/en/inmueble/100800463/,815000,l'Antiga Esquerra de l'Eixample,161,3,8.0,lift,no,Eixample
465,Penthouse,/en/inmueble/99611861/,1875000,Sant Gervasi - Galvany,196,4,7.0,lift,no,Sarrià-Sant Gervasi
466,Penthouse,/en/inmueble/99464161/,1875000,Sant Gervasi - la Bonanova,445,5,1.0,lift,no,Sarrià-Sant Gervasi
467,Flat,/en/inmueble/100335443/,450000,l'Antiga Esquerra de l'Eixample,88,3,5.0,lift,no,Eixample
468,Flat,/en/inmueble/99628868/,1295000,la Dreta de l'Eixample,160,3,,no lift,no,Eixample
469,Flat,/en/inmueble/100173315/,1395000,Sant Gervasi - Galvany,240,5,4.0,lift,no,Sarrià-Sant Gervasi
470,Flat,/en/inmueble/100672435/,1695000,les Tres Torres,290,6,2.0,no lift,no,Sarrià-Sant Gervasi
471,Flat,/en/inmueble/99268868/,550000,Sant Gervasi - Galvany,130,3,3.0,lift,no,Sarrià-Sant Gervasi
472,Flat,/en/inmueble/97927491/,1200000,la Dreta de l'Eixample,208,5,1.0,lift,no,Eixample
473,Flat,/en/inmueble/101453972/,549000,el Putxet i el Farró,100,2,1.0,lift,yes,Sarrià-Sant Gervasi
474,House,/en/inmueble/99778117/,750000,la Vila de Gràcia,137,3,,no lift,no,Gràcia
475,Flat,/en/inmueble/100688455/,298000,el Guinardó,63,1,0.0,lift,yes,Horta-Guinardó
476,Flat,/en/inmueble/101258248/,399000,la Sagrada Família,82,4,,no lift,yes,Eixample
477,Flat,/en/inmueble/99714123/,845000,Sant Gervasi - Galvany,242,6,3.0,lift,no,Sarrià-Sant Gervasi
478,Flat,/en/inmueble/100824940/,390000,el Raval,81,4,2.0,lift,no,Ciutat Vella
479,Penthouse,/en/inmueble/98748105/,1850000,Sant Gervasi - Galvany,401,5,7.0,lift,no,Sarrià-Sant Gervasi
480,Flat,/en/inmueble/100896590/,468000,el Barri Gòtic,93,3,2.0,lift,no,Ciutat Vella
481,Flat,/en/inmueble/98567332/,295000,la Sagrada Família,84,3,2.0,lift,no,Eixample
482,Flat,/en/inmueble/100143524/,685000,la Maternitat i Sant Ramon,116,3,1.0,lift,no,Les Corts
485,Duplex,/en/inmueble/36903282/,590000,Horta,190,5,1.0,no lift,no,Horta-Guinardó
486,Flat,/en/inmueble/100437728/,665000,la Dreta de l'Eixample,158,4,4.0,lift,no,Eixample
487,Flat,/en/inmueble/94313661/,679000,el Barri Gòtic,181,4,3.0,lift,no,Ciutat Vella
488,Penthouse,/en/inmueble/99017550/,460000,la Salut,99,4,6.0,lift,no,Gràcia
489,Flat,/en/inmueble/100100135/,1850000,la Vila de Gràcia,356,5,7.0,lift,no,Gràcia
491,Flat,/en/inmueble/100638434/,580000,les Corts,114,3,0.0,no lift,no,Les Corts
492,Flat,/en/inmueble/90014365/,1880000,les Tres Torres,305,6,3.0,lift,yes,Sarrià-Sant Gervasi
493,Flat,/en/inmueble/101145564/,136000,Verdun,51,3,3.0,lift,no,Nou Barris
494,Flat,/en/inmueble/101283953/,420000,les Corts,89,3,2.0,lift,no,Les Corts
495,Flat,/en/inmueble/100144612/,720000,Pedralbes,102,2,3.0,lift,no,Les Corts
496,Penthouse,/en/inmueble/98416556/,550000,la Sagrada Família,129,5,8.0,lift,no,Eixample
497,Flat,/en/inmueble/100666160/,945000,les Tres Torres,174,5,1.0,lift,yes,Sarrià-Sant Gervasi
498,Flat,/en/inmueble/100899905/,980000,Sant Gervasi - Galvany,194,5,3.0,lift,no,Sarrià-Sant Gervasi
499,Flat,/en/inmueble/101124344/,625000,la Dreta de l'Eixample,131,4,2.0,lift,no,Eixample
500,Flat,/en/inmueble/99288677/,875000,les Corts,156,4,,no lift,yes,Les Corts
501,Semi-detached,/en/inmueble/84998475/,2475000,Sant Gervasi - la Bonanova,400,6,,no lift,yes,Sarrià-Sant Gervasi
502,Flat,/en/inmueble/97324379/,560000,el Barri Gòtic,96,3,4.0,lift,yes,Ciutat Vella
503,Flat,/en/inmueble/99349453/,455000,l'Antiga Esquerra de l'Eixample,79,3,6.0,lift,no,Eixample
504,Flat,/en/inmueble/96496312/,895000,Pedralbes,125,2,2.0,lift,yes,Les Corts
505,Flat,/en/inmueble/100271775/,1595000,la Dreta de l'Eixample,199,4,,no lift,no,Eixample
506,Penthouse,/en/inmueble/99993977/,1850000,la Vila de Gràcia,338,5,7.0,lift,no,Gràcia
507,Flat,/en/inmueble/101366143/,695000,la Sagrada Família,145,3,6.0,lift,no,Eixample
508,Flat,/en/inmueble/98270509/,325000,el Baix Guinardó,86,1,1.0,lift,no,Horta-Guinardó
509,Flat,/en/inmueble/98269404/,1950000,Pedralbes,408,4,3.0,lift,yes,Les Corts
510,Flat,/en/inmueble/100246608/,235000,la Sagrada Família,53,2,2.0,lift,no,Eixample
511,Flat,/en/inmueble/101183700/,495000,Sant Antoni,130,3,1.0,lift,no,Eixample
512,Flat,/en/inmueble/100335872/,420000,el Parc i la Llacuna del Poblenou,94,3,4.0,lift,no,Sant Martí
513,Flat,/en/inmueble/101472217/,1200000,Sant Gervasi - Galvany,150,3,4.0,lift,no,Sarrià-Sant Gervasi
514,Flat,/en/inmueble/100336745/,475000,l'Antiga Esquerra de l'Eixample,85,3,5.0,lift,no,Eixample
515,Flat,/en/inmueble/101618289/,575000,el Barri Gòtic,102,2,3.0,no lift,no,Ciutat Vella
516,Flat,/en/inmueble/101450319/,1120000,Sant Gervasi - Galvany,180,4,6.0,no lift,yes,Sarrià-Sant Gervasi
517,Flat,/en/inmueble/101520905/,598250,el Putxet i el Farró,125,1,0.0,lift,no,Sarrià-Sant Gervasi
518,Penthouse,/en/inmueble/98758264/,815000,l'Antiga Esquerra de l'Eixample,166,3,6.0,lift,no,Eixample
519,Semi-detached,/en/inmueble/96917886/,830000,Sant Andreu,207,4,,no lift,yes,Sant Andreu
520,Flat,/en/inmueble/100335993/,365000,la Vila de Gràcia,84,3,1.0,lift,no,Gràcia
521,Penthouse,/en/inmueble/101622453/,1095000,Sant Gervasi - Galvany,164,3,,no lift,no,Sarrià-Sant Gervasi
522,Penthouse,/en/inmueble/101393692/,1250000,Sant Gervasi - la Bonanova,89,3,7.0,lift,no,Sarrià-Sant Gervasi
523,Flat,/en/inmueble/96703677/,900000,la Vila de Gràcia,100,2,5.0,lift,yes,Gràcia
524,Flat,/en/inmueble/99926953/,545000,el Barri Gòtic,93,2,,no lift,no,Ciutat Vella
525,Flat,/en/inmueble/99921432/,236000,el Poble-sec,102,3,0.0,lift,no,Sants-Montjuïc
526,Flat,/en/inmueble/85302646/,870000,Diagonal Mar i el Front Marítim del Poblenou,110,3,,no lift,yes,Sant Martí
527,Flat,/en/inmueble/86438938/,1100000,l'Antiga Esquerra de l'Eixample,163,4,3.0,lift,no,Eixample
528,Flat,/en/inmueble/98767434/,1490000,Sant Gervasi - la Bonanova,214,5,0.0,lift,yes,Sarrià-Sant Gervasi
529,Flat,/en/inmueble/100645681/,330000,Sant Antoni,85,3,1.0,lift,no,Eixample
530,Flat,/en/inmueble/100599324/,295000,Navas,85,3,6.0,lift,no,Sant Andreu
531,Flat,/en/inmueble/93957752/,349000,el Barri Gòtic,83,1,1.0,lift,no,Ciutat Vella
532,Flat,/en/inmueble/99444763/,170000,la Prosperitat,65,3,4.0,no lift,no,Nou Barris
533,Flat,/en/inmueble/101608287/,310000,Horta,83,4,2.0,no lift,no,Horta-Guinardó
534,Penthouse,/en/inmueble/96956648/,460000,el Barri Gòtic,95,3,3.0,no lift,no,Ciutat Vella
535,Flat,/en/inmueble/96603971/,650000,l'Antiga Esquerra de l'Eixample,122,4,7.0,lift,no,Eixample
536,Semi-detached,/en/inmueble/101625031/,925000,la Salut,185,5,,no lift,yes,Gràcia
537,Flat,/en/inmueble/101616332/,688000,la Sagrada Família,113,2,,no lift,no,Eixample
538,Flat,/en/inmueble/101616295/,360000,el Poble-sec,57,2,,no lift,no,Sants-Montjuïc
539,Flat,/en/inmueble/96932633/,435000,el Raval,126,4,1.0,lift,no,Ciutat Vella
541,Flat,/en/inmueble/98514341/,605000,"Sant Pere, Santa Caterina i la Ribera",143,4,6.0,lift,no,Ciutat Vella
543,Flat,/en/inmueble/100721347/,1395000,el Barri Gòtic,320,6,,no lift,no,Ciutat Vella
544,Flat,/en/inmueble/100965927/,600000,el Camp d'en Grassot i Gràcia Nova,93,2,3.0,lift,no,Gràcia
545,Flat,/en/inmueble/98373849/,1580000,Sant Gervasi - la Bonanova,229,3,1.0,lift,yes,Sarrià-Sant Gervasi
546,Flat,/en/inmueble/91592832/,818000,la Dreta de l'Eixample,87,2,2.0,lift,no,Eixample
547,House,/en/inmueble/96098087/,3900000,Pedralbes,699,7,,no lift,yes,Les Corts
548,Flat,/en/inmueble/93362563/,380000,el Raval,114,1,5.0,no lift,no,Ciutat Vella
549,Flat,/en/inmueble/101619604/,380000,el Barri Gòtic,92,2,0.0,lift,no,Ciutat Vella
551,Flat,/en/inmueble/100172099/,299000,el Barri Gòtic,80,1,2.0,lift,no,Ciutat Vella
552,Flat,/en/inmueble/101013506/,335000,la Sagrada Família,65,2,3.0,no lift,no,Eixample
554,Terraced,/en/inmueble/95002536/,1195000,la Salut,212,2,,no lift,yes,Gràcia
556,Flat,/en/inmueble/99681829/,399500,el Camp d'en Grassot i Gràcia Nova,70,3,2.0,lift,no,Gràcia
557,Penthouse,/en/inmueble/100633139/,3650000,les Corts,461,5,8.0,lift,no,Les Corts
558,Flat,/en/inmueble/98269475/,1800000,Pedralbes,292,4,3.0,lift,yes,Les Corts
559,Flat,/en/inmueble/99306364/,329000,la Vila de Gràcia,70,2,0.0,no lift,no,Gràcia
560,Flat,/en/inmueble/98269646/,750000,"Sant Pere, Santa Caterina i la Ribera",140,2,1.0,lift,no,Ciutat Vella
561,Flat,/en/inmueble/100957525/,1350000,la Dreta de l'Eixample,205,3,,no lift,no,Eixample
562,Flat,/en/inmueble/91757965/,1150000,la Dreta de l'Eixample,177,4,2.0,lift,no,Eixample
563,Flat,/en/inmueble/98273239/,980000,la Maternitat i Sant Ramon,151,3,3.0,lift,no,Les Corts
564,Flat,/en/inmueble/101181006/,535000,el Putxet i el Farró,87,2,1.0,lift,no,Sarrià-Sant Gervasi
565,Duplex,/en/inmueble/101625024/,680000,"Vallvidrera, el Tibidabo i les Planes",123,4,0.0,no lift,no,Sarrià-Sant Gervasi
566,Flat,/en/inmueble/99268088/,299000,el Raval,62,2,3.0,no lift,no,Ciutat Vella
567,Flat,/en/inmueble/101092135/,350000,les Corts,79,2,3.0,no lift,no,Les Corts
568,Flat,/en/inmueble/98324138/,1150000,Sant Gervasi - Galvany,200,5,4.0,lift,yes,Sarrià-Sant Gervasi
569,Flat,/en/inmueble/100063737/,415000,la Nova Esquerra de l'Eixample,105,4,1.0,lift,no,Eixample
571,Flat,/en/inmueble/99104904/,1110000,Sant Gervasi - Galvany,200,5,2.0,lift,yes,Sarrià-Sant Gervasi
573,Flat,/en/inmueble/100335695/,260000,la Font d'en Fargues,65,3,0.0,no lift,no,Horta-Guinardó
574,Flat,/en/inmueble/97694233/,1200000,l'Antiga Esquerra de l'Eixample,178,3,2.0,lift,no,Eixample
575,Flat,/en/inmueble/99964604/,750000,el Barri Gòtic,97,2,1.0,no lift,no,Ciutat Vella
576,Flat,/en/inmueble/96580723/,465000,la Nova Esquerra de l'Eixample,100,3,1.0,lift,no,Eixample
577,Flat,/en/inmueble/100384632/,549000,el Poblenou,81,1,4.0,lift,no,Sant Martí
578,Flat,/en/inmueble/100336550/,260000,la Marina de Port,74,3,8.0,lift,no,Sants-Montjuïc
579,House,/en/inmueble/100650544/,550000,la Salut,138,2,,no lift,no,Gràcia
